subject,window,window_index,window_sec,noise,alpha,status,status_name,phase,t_start_sec,t_end_sec,major_ratio,subject_total_duration_sec,task4_duration_sec,n_peaks,n_ibi,ibi_pass_ratio,valid_ibi_count,ibi_mean_sec,ibi_std_sec,RMSSD,SDNN,LF,HF,LF_HF
subject_15,window7,7,60,alpha_0.03,0.03,1,stress,Task1,360.0,420.0,1.0,2280.953125,360.953125,90,89,1.0,45,0.6201388888888889,0.09454651347287504,0.1301112327338525,0.09454651347287504,0.0019444284421874668,0.001843366169895166,1.0548248492040235
subject_15,window8,8,60,alpha_0.03,0.03,1,stress,Task1,420.0,480.0,1.0,2280.953125,360.953125,82,81,0.9876543209876543,42,0.6886160714285714,0.11911328639024855,0.1551792580667479,0.11911328639024855,0.004352782612832751,0.0013672308077070496,3.1836487214128093
subject_15,window9,9,60,alpha_0.03,0.03,1,stress,Task1,480.0,540.0,1.0,2280.953125,360.953125,84,83,1.0,44,0.6924715909090909,0.12409887938002542,0.17918518641890221,0.12409887938002542,0.0022704417601672098,0.0027635861842870476,0.8215563433759676
subject_15,window10,10,60,alpha_0.03,0.03,1,stress,Task1,540.0,600.0,1.0,2280.953125,360.953125,82,81,0.9876543209876543,53,0.6653891509433962,0.08820230504804587,0.11674596306436863,0.08820230504804587,0.0021344277539813807,0.0010059321998784876,2.1218405716003628
subject_15,window11,11,60,alpha_0.03,0.03,1,stress,Task1,600.0,660.0,1.0,2280.953125,360.953125,80,79,0.9746835443037974,50,0.66875,0.11883220838644713,0.17517700141279846,0.11883220838644713,0.0030826514776592885,0.0016585438778051553,1.8586493362712448
subject_15,window12,12,60,alpha_0.03,0.03,1,stress,Task1,660.0,720.0,1.0,2280.953125,360.953125,94,93,1.0,54,0.6079282407407407,0.08654136107664126,0.13144849657701868,0.08654136107664126,0.001246913907686218,0.0018296765006627037,0.681494191587742
subject_15,window13,13,60,alpha_0.03,0.03,1,stress,Task1,720.0,780.0,1.0,2280.953125,360.953125,87,86,1.0,65,0.6658653846153846,0.08922123622816958,0.10546875,0.08922123622816958,0.0007285828043773038,0.0013835389738265202,0.5266080812759667
subject_15,window14,14,60,alpha_0.03,0.03,0,normal,Rest2,780.0,840.0,1.0,2280.953125,360.953125,87,86,1.0,76,0.6840049342105263,0.086462908082072,0.11232625472257143,0.086462908082072,0.0007876048429176128,0.0016749284499277346,0.47023193316203704
subject_15,window15,15,60,alpha_0.03,0.03,0,normal,Rest2,840.0,900.0,1.0,2280.953125,360.953125,89,88,1.0,77,0.672077922077922,0.05605426275453961,0.07783663887896036,0.05605426275453961,0.0003129422161117961,0.0006389612518031008,0.48976712629865515
subject_15,window16,16,60,alpha_0.03,0.03,1,stress,Task2,900.0,960.0,1.0,2280.953125,360.953125,96,95,1.0,70,0.603125,0.07742543936403774,0.09306817276925929,0.07742543936403774,0.0016021617384975445,0.002189095207369827,0.7318830780423313
subject_15,window17,17,60,alpha_0.03,0.03,1,stress,Task2,960.0,1020.0,1.0,2280.953125,360.953125,88,87,1.0,52,0.6385216346153846,0.09558642296634554,0.13717862956493523,0.09558642296634554,0.0016994697752061565,0.0016464950412518808,1.0321742444568782
subject_15,window18,18,60,alpha_0.03,0.03,1,stress,Task2,1020.0,1080.0,1.0,2280.953125,360.953125,90,89,0.9887640449438202,54,0.6079282407407407,0.10387409078871779,0.14734344205784264,0.10387409078871779,0.0019173736985095742,0.0024495515335370126,0.7827447891006384
subject_15,window19,19,60,alpha_0.03,0.03,1,stress,Task2,1080.0,1140.0,1.0,2280.953125,360.953125,93,92,1.0,49,0.6607142857142857,0.10728227536337426,0.152276961855624,0.10728227536337426,0.002850952126069524,0.0018043260845881793,1.5800647956160472
subject_15,window20,20,60,alpha_0.03,0.03,1,stress,Task2,1140.0,1200.0,1.0,2280.953125,360.953125,92,91,1.0,56,0.6079799107142857,0.0933901569525238,0.1326661961551349,0.0933901569525238,0.0021386995537894266,0.0023154776056302927,0.9236537414954848
subject_15,window21,21,60,alpha_0.03,0.03,0,normal,Rest3,1200.0,1260.0,1.0,2280.953125,360.953125,93,92,1.0,67,0.6175373134328358,0.07741553839714396,0.0764256468608939,0.07741553839714396,0.0017754545774366541,0.0005072016822260385,3.5004903170755037
subject_15,window22,22,60,alpha_0.03,0.03,0,normal,Rest3,1260.0,1320.0,1.0,2280.953125,360.953125,89,88,1.0,77,0.6645698051948052,0.07404459512462637,0.08655207874757438,0.07404459512462637,0.0007267409842528975,0.001799739960774238,0.4038033271985902
subject_15,window23,23,60,alpha_0.03,0.03,1,stress,Task3,1320.0,1380.0,1.0,2280.953125,360.953125,89,88,0.9772727272727273,58,0.6185344827586207,0.08020057961400351,0.10591326283058723,0.08020057961400351,0.0022790357358710455,0.0010494131091696958,2.171724096027576
subject_15,window24,24,60,alpha_0.03,0.03,1,stress,Task3,1380.0,1440.0,1.0,2280.953125,360.953125,84,83,0.9879518072289156,50,0.6725,0.09936124118588696,0.1236977768080126,0.09936124118588696,0.0013333311074397605,0.0020175297071577366,0.6608730977835939
subject_15,window25,25,60,alpha_0.03,0.03,1,stress,Task3,1440.0,1500.0,1.0,2280.953125,360.953125,92,91,1.0,62,0.5977822580645161,0.08843001417504082,0.11457557102371271,0.08843001417504082,0.0015127316298645522,0.0005116691736650601,2.956464269732986
subject_15,window26,26,60,alpha_0.03,0.03,0,normal,Rest4,1500.0,1560.0,1.0,2280.953125,360.953125,86,85,1.0,71,0.6987235915492958,0.08070915854265955,0.07850354717872854,0.08070915854265955,0.0011086657796512884,0.0010176750452827392,1.089410401473753
subject_15,window27,27,60,alpha_0.03,0.03,0,normal,Rest4,1560.0,1620.0,1.0,2280.953125,360.953125,86,85,1.0,79,0.6952136075949367,0.06139617713193256,0.08313277147014703,0.06139617713193256,0.00023392765790110673,0.0010366439568431308,0.22565863270305603
subject_15,window28,28,60,alpha_0.03,0.03,1,stress,Task4,1620.0,1680.0,1.0,2280.953125,360.953125,93,92,1.0,77,0.6501623376623377,0.060339895836836424,0.07616792120305461,0.060339895836836424,0.0009113707009996164,0.000995961756585078,0.9150659600871576
subject_15,window29,29,60,alpha_0.03,0.03,1,stress,Task4,1680.0,1740.0,1.0,2280.953125,360.953125,90,89,1.0,64,0.6552734375,0.08877055185400642,0.12239979096945011,0.08877055185400642,0.0009071437494190357,0.001527706652642671,0.5937944616853191
subject_15,window30,30,60,alpha_0.03,0.03,1,stress,Task4,1740.0,1800.0,1.0,2280.953125,360.953125,90,89,1.0,56,0.6411830357142857,0.09837743905888402,0.15888404773607703,0.09837743905888402,0.0021936970999614563,0.001167376128900936,1.8791690575571245
subject_15,window31,31,60,alpha_0.03,0.03,1,stress,Task4,1800.0,1860.0,1.0,2280.953125,360.953125,95,94,1.0,64,0.623046875,0.06852658122206576,0.09789529275329825,0.06852658122206576,0.0008634410663452004,0.0027461860170974518,0.3144146321369024
subject_15,window32,32,60,alpha_0.03,0.03,1,stress,Task4,1860.0,1920.0,1.0,2280.953125,360.953125,90,89,1.0,53,0.5928655660377359,0.07657152997983771,0.11401968374473768,0.07657152997983771,0.0019464034671019112,0.001024664580530468,1.8995518183074696
subject_15,window33,33,60,alpha_0.03,0.03,1,stress,Task4,1920.0,1980.0,1.0,2280.953125,360.953125,95,94,1.0,61,0.6055327868852459,0.08649598416966635,0.11937200039861386,0.08649598416966635,0.0007988629628895187,0.0011302428975029806,0.706806443689607
subject_15,window34,34,60,alpha_0.03,0.03,0,normal,Rest5,1980.953125,2040.953125,1.0,2280.953125,360.953125,88,87,1.0,60,0.678125,0.10628828966933908,0.13768104894794628,0.10628828966933908,0.0011714703832582394,0.002349502051915395,0.4986036859611237
subject_15,window35,35,60,alpha_0.03,0.03,0,normal,Rest5,2040.953125,2100.953125,1.0,2280.953125,360.953125,88,87,1.0,71,0.6808978873239436,0.07530847159134171,0.11298259584681931,0.07530847159134171,0.0008207494940537692,0.0014133937205744096,0.5806941704256425
subject_15,window36,36,60,alpha_0.03,0.03,1,stress,Task5,2100.953125,2160.953125,1.0,2280.953125,360.953125,86,85,1.0,52,0.6878004807692307,0.08772134524063431,0.13052657188533395,0.08772134524063431,0.0009070629343418018,0.001467059366243465,0.6182864546677593
subject_15,window37,37,60,alpha_0.03,0.03,0,normal,Rest6,2160.953125,2220.953125,1.0,2280.953125,360.953125,91,90,1.0,66,0.6536458333333334,0.09400940017707825,0.1408518469472855,0.09400940017707825,0.0010021273874123954,0.0021230830546846422,0.47201515984086123
subject_15,window38,38,60,alpha_0.03,0.03,0,normal,Rest6,2220.953125,2280.953125,1.0,2280.953125,360.953125,94,93,1.0,72,0.6651475694444444,0.05845332646052518,0.07546073272304339,0.05845332646052518,0.0008583588236439599,0.0006913749985145919,1.2415242458696512
subject_16,window1,1,60,alpha_0.03,0.03,0,normal,Rest1,0.0,60.0,1.0,2101.34375,181.34375,75,74,0.9459459459459459,46,0.678328804347826,0.10428652967115659,0.15670073875951504,0.10428652967115659,0.0029068268646467448,0.0017212699182756746,1.688768759497483
subject_16,window2,2,60,alpha_0.03,0.03,0,normal,Rest1,60.0,120.0,1.0,2101.34375,181.34375,81,80,0.95,58,0.6508620689655172,0.08673230245810899,0.1336443569505905,0.08673230245810899,0.0011470671554337814,0.0010466383230683914,1.0959537121390381
subject_16,window3,3,60,alpha_0.03,0.03,0,normal,Rest1,120.0,180.0,1.0,2101.34375,181.34375,97,96,1.0,81,0.6086033950617284,0.08568376664549696,0.10112586429636831,0.08568376664549696,0.0016572548490517605,0.002066473911406982,0.8019723064993353
subject_16,window4,4,60,alpha_0.03,0.03,1,stress,Task1,180.0,240.0,1.0,2101.34375,181.34375,71,70,0.9,34,0.6075367647058824,0.10823756691187889,0.15817937590634631,0.10823756691187889,0.001186663719529182,0.001208527436600721,0.9819087954403121
subject_16,window5,5,60,alpha_0.03,0.03,1,stress,Task1,240.0,300.0,1.0,2101.34375,181.34375,85,84,0.9880952380952381,45,0.6694444444444444,0.10880085195347723,0.15757604923532523,0.10880085195347723,0.005048994259469732,0.002210560572685483,2.28403343561674
subject_16,window6,6,60,alpha_0.03,0.03,1,stress,Task1,300.0,360.0,1.0,2101.34375,181.34375,82,81,0.9629629629629629,41,0.5926067073170732,0.0985430161773475,0.1573399484396763,0.0985430161773475,0.0014021915855363875,0.0012601585809008753,1.1127104213613925
subject_16,window7,7,60,alpha_0.03,0.03,1,stress,Task1,360.0,420.0,1.0,2101.34375,181.34375,97,96,0.9895833333333334,54,0.5393518518518519,0.0816197926493703,0.11306119852031048,0.0816197926493703,0.0004931209973916926,0.0021624823521282973,0.22803469212424643
subject_16,window8,8,60,alpha_0.03,0.03,1,stress,Task1,420.0,480.0,1.0,2101.34375,181.34375,94,93,0.989247311827957,49,0.6116071428571429,0.09401535575291378,0.12603332660079436,0.09401535575291378,0.001578336185725325,0.0006680312690153722,2.362668124879354
subject_16,window9,9,60,alpha_0.03,0.03,1,stress,Task1,480.0,540.0,1.0,2101.34375,181.34375,98,97,1.0,58,0.5352909482758621,0.08721669155959066,0.10827295677527075,0.08721669155959066,0.0015047166400851417,0.0022233181415400034,0.6767887204135729
subject_16,window10,10,60,alpha_0.03,0.03,1,stress,Task1,540.0,600.0,1.0,2101.34375,181.34375,97,96,1.0,54,0.5225694444444444,0.08364020465587434,0.12925753486120733,0.08364020465587434,0.0006687699930521166,0.0017557249262477564,0.380908183881274
subject_16,window11,11,60,alpha_0.03,0.03,1,stress,Task1,600.0,660.0,1.0,2101.34375,181.34375,92,91,1.0,47,0.5960771276595744,0.10728816198872956,0.15488534504172966,0.10728816198872956,0.004306780716674112,0.0026929874529776745,1.5992576244319459
subject_16,window12,12,60,alpha_0.03,0.03,1,stress,Task1,660.0,720.0,1.0,2101.34375,181.34375,84,83,0.9759036144578314,48,0.685546875,0.12326369785538796,0.1796043690679541,0.12326369785538796,0.00289985410996719,0.0034202776265914825,0.8478417329113349
subject_16,window13,13,60,alpha_0.03,0.03,1,stress,Task1,720.0,780.0,1.0,2101.34375,181.34375,74,73,0.9452054794520548,35,0.7316964285714286,0.10815555631702375,0.1623576511698243,0.10815555631702375,0.0014205331949594053,0.0014341496223496662,0.99050557405025
subject_16,window14,14,60,alpha_0.03,0.03,0,normal,Rest2,780.0,840.0,1.0,2101.34375,181.34375,78,77,0.987012987012987,42,0.6819196428571429,0.10335367798989602,0.13736915198720173,0.10335367798989602,0.0025802495372255823,0.00312655084326461,0.8252702951509967
subject_16,window15,15,60,alpha_0.03,0.03,0,normal,Rest2,840.0,900.0,1.0,2101.34375,181.34375,82,81,0.9753086419753086,40,0.633984375,0.09096699344533914,0.1544163237538916,0.09096699344533914,0.001353589734388281,0.0018986816422545613,0.7129103185413332
subject_16,window16,16,60,alpha_0.03,0.03,1,stress,Task2,900.0,960.0,1.0,2101.34375,181.34375,86,85,0.9764705882352941,50,0.593125,0.09524639100774371,0.14011031095067158,0.09524639100774371,0.003442262936454037,0.002114789683628217,1.627709347696625
subject_16,window17,17,60,alpha_0.03,0.03,1,stress,Task2,960.0,1020.0,1.0,2101.34375,181.34375,84,83,1.0,36,0.7495659722222222,0.10946710600436758,0.14308366527265487,0.10946710600436758,0.0035082590004833817,0.0016622715653318689,2.110520972415819
subject_16,window18,18,60,alpha_0.03,0.03,1,stress,Task2,1020.0,1080.0,1.0,2101.34375,181.34375,86,85,0.9882352941176471,45,0.6458333333333334,0.09592387027684449,0.14551168533207848,0.09592387027684449,0.0010875857330340279,0.0012393859395452313,0.8775198252072284
subject_16,window19,19,60,alpha_0.03,0.03,1,stress,Task2,1080.0,1140.0,1.0,2101.34375,181.34375,83,82,0.975609756097561,44,0.6235795454545454,0.11077724209287068,0.16587368889792212,0.11077724209287068,0.0032136520002016868,0.0009385280185371785,3.4241407147445564
subject_16,window20,20,60,alpha_0.03,0.03,1,stress,Task2,1140.0,1200.0,1.0,2101.34375,181.34375,83,82,0.9878048780487805,50,0.6109375,0.10464084781408263,0.1303655513432932,0.10464084781408263,0.0028782839176369934,0.001749307513291448,1.6453847569780884
subject_16,window21,21,60,alpha_0.03,0.03,0,normal,Rest3,1200.0,1260.0,1.0,2101.34375,181.34375,94,93,0.989247311827957,52,0.5609975961538461,0.09930741681811539,0.13269079631410233,0.09930741681811539,0.002376232166340097,0.001587126578330459,1.4971913386011841
subject_16,window22,22,60,alpha_0.03,0.03,0,normal,Rest3,1260.0,1320.0,1.0,2101.34375,181.34375,92,91,1.0,58,0.6147629310344828,0.09608057381533949,0.13431569988963354,0.09608057381533949,0.002522852086469655,0.0012997693240468042,1.9409998680495155
subject_16,window23,23,60,alpha_0.03,0.03,1,stress,Task3,1320.0,1380.0,1.0,2101.34375,181.34375,100,99,1.0,62,0.6018145161290323,0.09740610848778228,0.1345006322734849,0.09740610848778228,0.0009109893379985817,0.0034874295615374006,0.26122085677251083
subject_16,window24,24,60,alpha_0.03,0.03,1,stress,Task3,1380.0,1440.0,1.0,2101.34375,181.34375,95,94,1.0,50,0.5459375,0.08520483132575289,0.11178557165668673,0.08520483132575289,0.0018337239656986365,0.0012677035904868968,1.4464926813012684
subject_16,window25,25,60,alpha_0.03,0.03,1,stress,Task3,1440.0,1500.0,1.0,2101.34375,181.34375,94,93,1.0,56,0.556640625,0.08657245643649406,0.12817349414864498,0.08657245643649406,0.0012857992815112664,0.0012236739601373082,1.0507695051114654
subject_16,window26,26,60,alpha_0.03,0.03,0,normal,Rest4,1500.0,1560.0,1.0,2101.34375,181.34375,96,95,1.0,51,0.5940563725490197,0.09579520548135041,0.10383279828647593,0.09579520548135041,0.0029025855368920096,0.0014174549663122519,2.0477444475316036
subject_16,window27,27,60,alpha_0.03,0.03,0,normal,Rest4,1560.0,1620.0,1.0,2101.34375,181.34375,93,92,1.0,59,0.6480402542372882,0.10249453902535544,0.13677069518118576,0.10249453902535544,0.0030257366512945784,0.0025284945556384724,1.196655395024391
subject_16,window28,28,60,alpha_0.03,0.03,1,stress,Task4,1620.0,1680.0,1.0,2101.34375,181.34375,94,93,1.0,59,0.659427966101695,0.10339588127438794,0.14666162049672074,0.10339588127438794,0.004350753455430589,0.00178972171884133,2.4309664511683287
subject_16,window29,29,60,alpha_0.03,0.03,1,stress,Task4,1680.0,1740.0,1.0,2101.34375,181.34375,102,101,1.0,67,0.5524720149253731,0.09169472444524455,0.12979099785809492,0.09169472444524455,0.002863336701029704,0.001768411675554238,1.6191573153532282
subject_16,window30,30,60,alpha_0.03,0.03,1,stress,Task4,1740.0,1800.0,1.0,2101.34375,181.34375,109,108,1.0,81,0.5011574074074074,0.08479539822023272,0.11397952889801088,0.08479539822023272,0.0004909284091549273,0.0014941916486012816,0.3285578591036078
subject_16,window31,31,60,alpha_0.03,0.03,0,normal,Rest5,1801.34375,1861.34375,1.0,2101.34375,181.34375,96,95,1.0,61,0.6191086065573771,0.11038265103397285,0.15750795697493084,0.11038265103397285,0.0021484276235654055,0.0027495628961757695,0.7813706049618093
subject_16,window32,32,60,alpha_0.03,0.03,0,normal,Rest5,1861.34375,1921.34375,1.0,2101.34375,181.34375,93,92,1.0,69,0.6474184782608695,0.11529582073922144,0.1594569786277422,0.11529582073922144,0.0034322081327139925,0.0041061411775599015,0.8358719255614105
subject_16,window33,33,60,alpha_0.03,0.03,1,stress,Task5,1921.34375,1981.34375,1.0,2101.34375,181.34375,87,86,1.0,58,0.6352370689655172,0.10523858282753036,0.151955793974328,0.10523858282753036,0.002041237022563449,0.002999615791159445,0.6804994921614436
subject_16,window34,34,60,alpha_0.03,0.03,0,normal,Rest6,1981.34375,2041.34375,1.0,2101.34375,181.34375,88,87,0.9885057471264368,53,0.6373820754716981,0.0990241341101171,0.12941061731015796,0.0990241341101171,0.00207896290731979,0.0009866661272747484,2.107058152550603
subject_16,window35,35,60,alpha_0.03,0.03,0,normal,Rest6,2041.34375,2101.34375,1.0,2101.34375,181.34375,105,104,1.0,64,0.499267578125,0.08939381594764481,0.13872448106525898,0.08939381594764481,0.0015008200119858044,0.0025647780382437044,0.5851656516107445
subject_17,window1,1,60,alpha_0.03,0.03,0,normal,Rest1,0.0,60.0,1.0,2398.171875,478.171875,69,68,0.8676470588235294,35,0.6535714285714286,0.10521327950251085,0.15977188903475886,0.10521327950251085,0.002276190690063712,0.0009730932534343375,2.339129042391727
subject_17,window2,2,60,alpha_0.03,0.03,0,normal,Rest1,60.0,120.0,1.0,2398.171875,478.171875,73,72,0.9722222222222222,36,0.7326388888888888,0.1077368505840292,0.15984699017453266,0.1077368505840292,0.001954286399513761,0.001635766993161843,1.194721746852367
subject_17,window3,3,60,alpha_0.03,0.03,0,normal,Rest1,120.0,180.0,1.0,2398.171875,478.171875,66,65,0.8769230769230769,30,0.7088541666666667,0.1162625534589945,0.1692093444905778,0.1162625534589945,0.0020138278860497827,0.00228818571947176,0.8800980920878598
subject_17,window4,4,60,alpha_0.03,0.03,1,stress,Task1,180.0,240.0,1.0,2398.171875,478.171875,60,59,0.8813559322033898,33,0.7144886363636364,0.1269539941562746,0.17580295004946234,0.1269539941562746,0.005024956563199199,0.0022871815765998873,2.197008149510051
subject_17,window5,5,60,alpha_0.03,0.03,1,stress,Task1,240.0,300.0,1.0,2398.171875,478.171875,73,72,0.9722222222222222,42,0.7313988095238095,0.12204649179430375,0.16580897513330242,0.12204649179430375,0.0020765977904754463,0.0043627038831979634,0.47598870931236614
subject_17,window6,6,60,alpha_0.03,0.03,1,stress,Task1,300.0,360.0,1.0,2398.171875,478.171875,75,74,0.9459459459459459,30,0.6875,0.12408519418797179,0.160738337178139,0.12408519418797179,0.004009418201569209,0.0014760619997115478,2.7162938971077977
subject_17,window7,7,60,alpha_0.03,0.03,1,stress,Task1,360.0,420.0,1.0,2398.171875,478.171875,70,69,0.9130434782608695,31,0.6985887096774194,0.12214439495655464,0.15062802555744179,0.12214439495655464,0.001052915770860136,0.001272654730780094,0.8273381188114819
subject_17,window8,8,60,alpha_0.03,0.03,1,stress,Task1,420.0,480.0,1.0,2398.171875,478.171875,70,69,0.9130434782608695,33,0.6775568181818182,0.11403221771498283,0.1797511775756803,0.11403221771498283,0.006321365548789471,0.0009582497523536978,6.596782867162384
subject_17,window9,9,60,alpha_0.03,0.03,1,stress,Task1,480.0,540.0,1.0,2398.171875,478.171875,69,68,0.8970588235294118,29,0.697198275862069,0.1124052067934076,0.16641070374656966,0.1124052067934076,0.0012299872478703081,0.0011853746314161807,1.0376358792163691
subject_17,window10,10,60,alpha_0.03,0.03,1,stress,Task1,540.0,600.0,1.0,2398.171875,478.171875,71,70,0.8857142857142857,32,0.669921875,0.1126565479798417,0.1678177655057856,0.1126565479798417,0.0023911557876717306,0.0031695808470982387,0.7544075709129935
subject_17,window11,11,60,alpha_0.03,0.03,1,stress,Task1,600.0,660.0,1.0,2398.171875,478.171875,65,64,0.875,34,0.6502757352941176,0.1191179661964679,0.15439236652409047,0.1191179661964679,0.003662550581537332,0.0010312920709652084,3.5514193162655388
subject_17,window12,12,60,alpha_0.03,0.03,1,stress,Task1,660.0,720.0,1.0,2398.171875,478.171875,70,69,0.9420289855072463,32,0.70361328125,0.09256117782318161,0.1438639099870923,0.09256117782318161,0.004191516132258566,0.0007851615922604663,5.338412084308996
subject_17,window13,13,60,alpha_0.03,0.03,1,stress,Task1,720.0,780.0,1.0,2398.171875,478.171875,73,72,0.9444444444444444,41,0.6440548780487805,0.11674903721067373,0.17007222156153248,0.11674903721067373,0.00263370312016547,0.0011443355950650656,2.3015128879353965
subject_17,window14,14,60,alpha_0.03,0.03,0,normal,Rest2,780.0,840.0,1.0,2398.171875,478.171875,83,82,0.975609756097561,45,0.6388888888888888,0.11927980416691991,0.19286822809651907,0.11927980416691991,0.0014945742503749784,0.0013905449371754365,1.0748119031743433
subject_17,window15,15,60,alpha_0.03,0.03,0,normal,Rest2,840.0,900.0,1.0,2398.171875,478.171875,50,49,0.7755102040816326,19,0.7927631578947368,0.12883130349833588,0.20558077454156823,0.12883130349833588,0.0005337380349092908,0.00020681720552183234,2.5807235600277347
subject_17,window16,16,60,alpha_0.03,0.03,1,stress,Task2,900.0,960.0,1.0,2398.171875,478.171875,57,56,0.9285714285714286,22,0.5326704545454546,0.08672919046860084,0.09473686929998217,0.08672919046860084,0.0001569336099893224,0.0006600292724176652,0.2377676514474575
subject_17,window17,17,60,alpha_0.03,0.03,1,stress,Task2,960.0,1020.0,1.0,2398.171875,478.171875,85,84,0.9523809523809523,44,0.6310369318181818,0.09275130397402354,0.11565740432163694,0.09275130397402354,0.0006260130172235926,0.001710837858060281,0.3659101967344559
subject_17,window18,18,60,alpha_0.03,0.03,1,stress,Task2,1020.0,1080.0,1.0,2398.171875,478.171875,80,79,1.0,47,0.6692154255319149,0.13117712440376253,0.15636884067562543,0.13117712440376253,0.004453989114576589,0.0038887867231853627,1.1453415760811538
subject_17,window19,19,60,alpha_0.03,0.03,1,stress,Task2,1080.0,1140.0,1.0,2398.171875,478.171875,60,59,0.8135593220338984,30,0.740625,0.11951507924386223,0.13759915116330504,0.11951507924386223,0.006664389342633885,0.0015067477361648729,4.423029272037777
subject_17,window20,20,60,alpha_0.03,0.03,1,stress,Task2,1140.0,1200.0,1.0,2398.171875,478.171875,76,75,0.9466666666666667,44,0.6885653409090909,0.12136940432938667,0.1736169653405731,0.12136940432938667,0.0023617906485443587,0.0028059666484454527,0.8417030365820014
subject_17,window21,21,60,alpha_0.03,0.03,0,normal,Rest3,1200.0,1260.0,1.0,2398.171875,478.171875,70,69,0.9130434782608695,31,0.6517137096774194,0.10928088897473914,0.136603373936493,0.10928088897473914,0.0025595146050727746,0.0032229138815009313,0.7941616497307066
subject_17,window22,22,60,alpha_0.03,0.03,0,normal,Rest3,1260.0,1320.0,1.0,2398.171875,478.171875,55,54,0.8888888888888888,26,0.5534855769230769,0.09112645962033415,0.13151015882813008,0.09112645962033415,0.000751942140671833,0.00042061311915174204,1.7877286904133853
subject_17,window23,23,60,alpha_0.03,0.03,1,stress,Task3,1320.0,1380.0,1.0,2398.171875,478.171875,75,74,0.9459459459459459,32,0.6748046875,0.11537911328622197,0.16370809455177895,0.11537911328622197,0.0022961008107834796,0.002481469241358495,0.9252989207016992
subject_17,window24,24,60,alpha_0.03,0.03,1,stress,Task3,1380.0,1440.0,1.0,2398.171875,478.171875,78,77,0.961038961038961,32,0.6552734375,0.12681407649609958,0.1558967781692373,0.12681407649609958,0.004416647524088438,0.0011506316846385516,3.838454635877545
subject_17,window25,25,60,alpha_0.03,0.03,1,stress,Task3,1440.0,1500.0,1.0,2398.171875,478.171875,79,78,0.9615384615384616,40,0.712890625,0.10952486942007451,0.1558890060637326,0.10952486942007451,0.004001763346236771,0.002995125920700933,1.3360918546290235
subject_17,window26,26,60,alpha_0.03,0.03,0,normal,Rest4,1500.0,1560.0,1.0,2398.171875,478.171875,74,73,0.958904109589041,49,0.7860331632653061,0.12741622341555864,0.19173812639791632,0.12741622341555864,0.0028932717857252624,0.003233950939288695,0.8946554354227881
subject_17,window27,27,60,alpha_0.03,0.03,0,normal,Rest4,1560.0,1620.0,1.0,2398.171875,478.171875,73,72,0.8888888888888888,33,0.6036931818181818,0.10919344928333011,0.15463027666319912,0.10919344928333011,0.0021936097318311994,0.0023010010508316596,0.953328435481746
subject_17,window28,28,60,alpha_0.03,0.03,1,stress,Task4,1620.0,1680.0,1.0,2398.171875,478.171875,76,75,0.9866666666666667,50,0.7346875,0.1181105315213254,0.1702585162993293,0.1181105315213254,0.00261078695771934,0.0017344045833799016,1.5052929303447746
subject_17,window29,29,60,alpha_0.03,0.03,1,stress,Task4,1680.0,1740.0,1.0,2398.171875,478.171875,44,43,0.7441860465116279,14,0.8470982142857143,0.09814450646163003,0.1462548281583052,0.09814450646163003,0.0001549975711344625,0.0005255854486191066,0.2949046088351463
subject_17,window30,30,60,alpha_0.03,0.03,1,stress,Task4,1740.0,1800.0,1.0,2398.171875,478.171875,90,89,0.9887640449438202,53,0.6149764150943396,0.11337019075268152,0.1548616201459573,0.11337019075268152,0.003395664273553922,0.0036628218244644075,0.9270623678372479
subject_17,window31,31,60,alpha_0.03,0.03,1,stress,Task4,1800.0,1860.0,1.0,2398.171875,478.171875,78,77,0.948051948051948,49,0.7228954081632653,0.09799974082033999,0.12073619928467325,0.09799974082033999,0.002465093260191871,0.0015778758027397205,1.5622859897538475
subject_17,window32,32,60,alpha_0.03,0.03,1,stress,Task4,1860.0,1920.0,1.0,2398.171875,478.171875,60,59,0.8813559322033898,32,0.73876953125,0.1264704993909114,0.19388084161661703,0.1264704993909114,0.0034794698432175073,0.002315211883171609,1.502873179128202
subject_17,window33,33,60,alpha_0.03,0.03,1,stress,Task4,1920.0,1980.0,1.0,2398.171875,478.171875,65,64,0.90625,31,0.7157258064516129,0.12099294092376586,0.145544729307408,0.12099294092376586,0.004007694274586012,0.003576174861666597,1.1206650764046573
subject_17,window34,34,60,alpha_0.03,0.03,1,stress,Task4,1980.0,2040.0,1.0,2398.171875,478.171875,56,55,0.8181818181818182,23,0.7010869565217391,0.14128801640573654,0.21529845992619387,0.14128801640573654,0.005772767264962397,0.002490309098376276,2.318092669189676
subject_17,window35,35,60,alpha_0.03,0.03,0,normal,Rest5,2098.171875,2158.171875,1.0,2398.171875,478.171875,79,78,0.9487179487179487,38,0.688733552631579,0.10490033714327875,0.1493404701128047,0.10490033714327875,0.0015869963151893623,0.0010594063128608992,1.498005341221462
subject_17,window36,36,60,alpha_0.03,0.03,0,normal,Rest5,2158.171875,2218.171875,1.0,2398.171875,478.171875,80,79,0.9746835443037974,42,0.6238839285714286,0.10583080257867875,0.14827193108872794,0.10583080257867875,0.002609481060033729,0.0028965203843834796,0.9009020181948948
